level,class_a,class_b,profile_a,profile_b,games,wins_a,draws,score_a_percent
15,Paladin,Berserker,balanced,resilient,600,415,0,69.167
15,Paladin,Berserker,resilient,offense,600,457,0,76.167
15,Paladin,Berserker,resilient,balanced,600,438,0,73.0
15,Paladin,Berserker,resilient,resilient,600,452,0,75.333
15,Ninja,Moine,offense,offense,600,367,0,61.167
15,Ninja,Moine,offense,balanced,600,322,0,53.667
15,Ninja,Moine,offense,resilient,600,299,0,49.833
15,Ninja,Moine,balanced,offense,600,451,0,75.167
15,Ninja,Moine,balanced,balanced,600,428,0,71.333
15,Ninja,Moine,balanced,resilient,600,386,0,64.333
15,Ninja,Moine,resilient,offense,600,489,0,81.5
15,Ninja,Moine,resilient,balanced,600,454,0,75.667
15,Ninja,Moine,resilient,resilient,600,400,0,66.667
15,Ninja,Ingénieur,offense,offense,600,280,0,46.667
15,Ninja,Ingénieur,offense,balanced,600,253,0,42.167
15,Ninja,Ingénieur,offense,resilient,600,238,0,39.667
15,Ninja,Ingénieur,balanced,offense,600,306,0,51.0
15,Ninja,Ingénieur,balanced,balanced,600,291,0,48.5
15,Ninja,Ingénieur,balanced,resilient,600,267,0,44.5
15,Ninja,Ingénieur,resilient,offense,600,311,0,51.833
15,Ninja,Ingénieur,resilient,balanced,600,274,0,45.667
15,Ninja,Ingénieur,resilient,resilient,600,278,0,46.333
15,Ninja,Berserker,offense,offense,600,255,0,42.5
15,Ninja,Berserker,offense,balanced,600,267,0,44.5
15,Ninja,Berserker,offense,resilient,600,301,0,50.167
15,Ninja,Berserker,balanced,offense,600,272,0,45.333
15,Ninja,Berserker,balanced,balanced,600,298,0,49.667
15,Ninja,Berserker,balanced,resilient,600,297,0,49.5
15,Ninja,Berserker,resilient,offense,600,284,0,47.333
15,Ninja,Berserker,resilient,balanced,600,270,0,45.0
15,Ninja,Berserker,resilient,resilient,600,318,0,53.0
15,Moine,Ingénieur,offense,offense,600,379,0,63.167
15,Moine,Ingénieur,offense,balanced,600,290,0,48.333
15,Moine,Ingénieur,offense,resilient,600,234,0,39.0
15,Moine,Ingénieur,balanced,offense,600,438,0,73.0
15,Moine,Ingénieur,balanced,balanced,600,351,0,58.5
15,Moine,Ingénieur,balanced,resilient,600,322,0,53.667
15,Moine,Ingénieur,resilient,offense,600,464,0,77.333
15,Moine,Ingénieur,resilient,balanced,600,390,0,65.0
15,Moine,Ingénieur,resilient,resilient,600,380,1,63.417
15,Moine,Berserker,offense,offense,600,305,0,50.833
15,Moine,Berserker,offense,balanced,600,258,0,43.0
15,Moine,Berserker,offense,resilient,600,264,0,44.0
15,Moine,Berserker,balanced,offense,600,347,0,57.833
15,Moine,Berserker,balanced,balanced,600,331,0,55.167
15,Moine,Berserker,balanced,resilient,600,332,0,55.333
15,Moine,Berserker,resilient,offense,600,407,0,67.833
15,Moine,Berserker,resilient,balanced,600,379,0,63.167
15,Moine,Berserker,resilient,resilient,600,411,0,68.5
15,Ingénieur,Berserker,offense,offense,600,321,0,53.5
15,Ingénieur,Berserker,offense,balanced,600,326,1,54.417
15,Ingénieur,Berserker,offense,resilient,600,335,0,55.833
15,Ingénieur,Berserker,balanced,offense,600,312,0,52.0
15,Ingénieur,Berserker,balanced,balanced,600,343,0,57.167
15,Ingénieur,Berserker,balanced,resilient,600,372,0,62.0
15,Ingénieur,Berserker,resilient,offense,600,330,0,55.0
15,Ingénieur,Berserker,resilient,balanced,600,357,0,59.5
15,Ingénieur,Berserker,resilient,resilient,600,376,1,62.75
20,Guerrier,Archer,offense,offense,600,457,0,76.167
20,Guerrier,Archer,offense,balanced,600,443,0,73.833
20,Guerrier,Archer,offense,resilient,600,453,0,75.5
20,Guerrier,Archer,balanced,offense,600,432,0,72.0
20,Guerrier,Archer,balanced,balanced,600,422,0,70.333
20,Guerrier,Archer,balanced,resilient,600,433,0,72.167
20,Guerrier,Archer,resilient,offense,600,368,0,61.333
20,Guerrier,Archer,resilient,balanced,600,351,0,58.5
20,Guerrier,Archer,resilient,resilient,600,384,0,64.0
20,Guerrier,Mage,offense,offense,600,429,0,71.5
20,Guerrier,Mage,offense,balanced,600,293,0,48.833
20,Guerrier,Mage,offense,resilient,600,195,0,32.5
20,Guerrier,Mage,balanced,offense,600,508,0,84.667
20,Guerrier,Mage,balanced,balanced,600,367,0,61.167
20,Guerrier,Mage,balanced,resilient,600,262,0,43.667
20,Guerrier,Mage,resilient,offense,600,497,0,82.833
20,Guerrier,Mage,resilient,balanced,600,362,0,60.333
20,Guerrier,Mage,resilient,resilient,600,263,0,43.833
20,Guerrier,Trooper,offense,offense,600,405,0,67.5
20,Guerrier,Trooper,offense,balanced,600,409,0,68.167
20,Guerrier,Trooper,offense,resilient,600,442,0,73.667
20,Guerrier,Trooper,balanced,offense,600,384,0,64.0
20,Guerrier,Trooper,balanced,balanced,600,394,0,65.667
20,Guerrier,Trooper,balanced,resilient,600,425,0,70.833
20,Guerrier,Trooper,resilient,offense,600,305,0,50.833
20,Guerrier,Trooper,resilient,balanced,600,344,0,57.333
20,Guerrier,Trooper,resilient,resilient,600,379,0,63.167
20,Guerrier,Paladin,offense,offense,600,319,0,53.167
20,Guerrier,Paladin,offense,balanced,600,218,0,36.333
20,Guerrier,Paladin,offense,resilient,600,182,1,30.417
20,Guerrier,Paladin,balanced,offense,600,374,0,62.333
20,Guerrier,Paladin,balanced,balanced,600,251,0,41.833
20,Guerrier,Paladin,balanced,resilient,600,204,0,34.0
20,Guerrier,Paladin,resilient,offense,600,358,0,59.667
20,Guerrier,Paladin,resilient,balanced,600,209,0,34.833
20,Guerrier,Paladin,resilient,resilient,600,177,0,29.5
20,Guerrier,Ninja,offense,offense,600,405,0,67.5
20,Guerrier,Ninja,offense,balanced,600,384,0,64.0
20,Guerrier,Ninja,offense,resilient,600,407,1,67.917
20,Guerrier,Ninja,balanced,offense,600,379,0,63.167
20,Guerrier,Ninja,balanced,balanced,600,356,0,59.333
20,Guerrier,Ninja,balanced,resilient,600,361,0,60.167
20,Guerrier,Ninja,resilient,offense,600,325,0,54.167
20,Guerrier,Ninja,resilient,balanced,600,298,0,49.667
20,Guerrier,Ninja,resilient,resilient,600,303,1,50.583
20,Guerrier,Moine,offense,offense,600,307,0,51.167
20,Guerrier,Moine,offense,balanced,600,213,0,35.5
20,Guerrier,Moine,offense,resilient,600,162,0,27.0
20,Guerrier,Moine,balanced,offense,600,357,0,59.5
20,Guerrier,Moine,balanced,balanced,600,222,0,37.0
20,Guerrier,Moine,balanced,resilient,600,184,0,30.667
20,Guerrier,Moine,resilient,offense,600,323,0,53.833
20,Guerrier,Moine,resilient,balanced,600,198,0,33.0
20,Guerrier,Moine,resilient,resilient,600,138,0,23.0
20,Guerrier,Ingénieur,offense,offense,600,441,0,73.5
20,Guerrier,Ingénieur,offense,balanced,600,395,0,65.833
20,Guerrier,Ingénieur,offense,resilient,600,397,0,66.167
20,Guerrier,Ingénieur,balanced,offense,600,423,0,70.5
20,Guerrier,Ingénieur,balanced,balanced,600,353,0,58.833
20,Guerrier,Ingénieur,balanced,resilient,600,349,0,58.167
20,Guerrier,Ingénieur,resilient,offense,600,363,0,60.5
20,Guerrier,Ingénieur,resilient,balanced,600,287,0,47.833
20,Guerrier,Ingénieur,resilient,resilient,600,284,0,47.333
20,Guerrier,Berserker,offense,offense,600,279,0,46.5
20,Guerrier,Berserker,offense,balanced,600,295,0,49.167
20,Guerrier,Berserker,offense,resilient,600,320,0,53.333
20,Guerrier,Berserker,balanced,offense,600,235,0,39.167
20,Guerrier,Berserker,balanced,balanced,600,239,0,39.833
20,Guerrier,Berserker,balanced,resilient,600,287,0,47.833
20,Guerrier,Berserker,resilient,offense,600,171,0,28.5
20,Guerrier,Berserker,resilient,balanced,600,180,0,30.0
20,Guerrier,Berserker,resilient,resilient,600,228,0,38.0
20,Archer,Mage,offense,offense,600,416,0,69.333
20,Archer,Mage,offense,balanced,600,301,0,50.167
20,Archer,Mage,offense,resilient,600,235,0,39.167
20,Archer,Mage,balanced,offense,600,518,0,86.333
20,Archer,Mage,balanced,balanced,600,417,0,69.5
20,Archer,Mage,balanced,resilient,600,358,0,59.667
20,Archer,Mage,resilient,offense,600,545,0,90.833
20,Archer,Mage,resilient,balanced,600,481,0,80.167
20,Archer,Mage,resilient,resilient,600,428,1,71.417
20,Archer,Trooper,offense,offense,600,240,0,40.0
20,Archer,Trooper,offense,balanced,600,237,0,39.5
20,Archer,Trooper,offense,resilient,600,251,0,41.833
20,Archer,Trooper,balanced,offense,600,265,0,44.167
20,Archer,Trooper,balanced,balanced,600,245,0,40.833
20,Archer,Trooper,balanced,resilient,600,276,0,46.0
20,Archer,Trooper,resilient,offense,600,254,0,42.333
20,Archer,Trooper,resilient,balanced,600,228,0,38.0
20,Archer,Trooper,resilient,resilient,600,272,1,45.417
20,Archer,Paladin,offense,offense,600,352,0,58.667
20,Archer,Paladin,offense,balanced,600,274,0,45.667
20,Archer,Paladin,offense,resilient,600,250,0,41.667
20,Archer,Paladin,balanced,offense,600,445,0,74.167
20,Archer,Paladin,balanced,balanced,600,378,0,63.0
20,Archer,Paladin,balanced,resilient,600,364,0,60.667
20,Archer,Paladin,resilient,offense,600,482,0,80.333
20,Archer,Paladin,resilient,balanced,600,415,0,69.167
20,Archer,Paladin,resilient,resilient,600,376,0,62.667
20,Archer,Ninja,offense,offense,600,333,0,55.5
20,Archer,Ninja,offense,balanced,600,290,0,48.333
20,Archer,Ninja,offense,resilient,600,287,0,47.833
20,Archer,Ninja,balanced,offense,600,354,0,59.0
20,Archer,Ninja,balanced,balanced,600,303,0,50.5
20,Archer,Ninja,balanced,resilient,600,302,0,50.333
20,Archer,Ninja,resilient,offense,600,344,0,57.333
20,Archer,Ninja,resilient,balanced,600,281,0,46.833
20,Archer,Ninja,resilient,resilient,600,286,0,47.667
20,Archer,Moine,offense,offense,600,318,0,53.0
20,Archer,Moine,offense,balanced,600,222,0,37.0
20,Archer,Moine,offense,resilient,600,181,0,30.167
20,Archer,Moine,balanced,offense,600,433,0,72.167
20,Archer,Moine,balanced,balanced,600,305,0,50.833
20,Archer,Moine,balanced,resilient,600,268,0,44.667
20,Archer,Moine,resilient,offense,600,460,0,76.667
20,Archer,Moine,resilient,balanced,600,341,0,56.833
20,Archer,Moine,resilient,resilient,600,279,1,46.583
20,Archer,Ingénieur,offense,offense,600,245,0,40.833
20,Archer,Ingénieur,offense,balanced,600,203,0,33.833
20,Archer,Ingénieur,offense,resilient,600,183,0,30.5
20,Archer,Ingénieur,balanced,offense,600,288,0,48.0
20,Archer,Ingénieur,balanced,balanced,600,220,0,36.667
20,Archer,Ingénieur,balanced,resilient,600,214,0,35.667
20,Archer,Ingénieur,resilient,offense,600,271,0,45.167
20,Archer,Ingénieur,resilient,balanced,600,211,0,35.167
20,Archer,Ingénieur,resilient,resilient,600,191,0,31.833
20,Archer,Berserker,offense,offense,600,261,0,43.5
20,Archer,Berserker,offense,balanced,600,257,0,42.833
20,Archer,Berserker,offense,resilient,600,280,0,46.667
20,Archer,Berserker,balanced,offense,600,252,0,42.0
20,Archer,Berserker,balanced,balanced,600,253,0,42.167
20,Archer,Berserker,balanced,resilient,600,290,0,48.333
20,Archer,Berserker,resilient,offense,600,261,0,43.5
20,Archer,Berserker,resilient,balanced,600,247,0,41.167
20,Archer,Berserker,resilient,resilient,600,290,0,48.333
20,Mage,Trooper,offense,offense,600,208,0,34.667
20,Mage,Trooper,offense,balanced,600,152,0,25.333
20,Mage,Trooper,offense,resilient,600,107,0,17.833
20,Mage,Trooper,balanced,offense,600,393,0,65.5
20,Mage,Trooper,balanced,balanced,600,264,0,44.0
20,Mage,Trooper,balanced,resilient,600,226,0,37.667
20,Mage,Trooper,resilient,offense,600,449,0,74.833
20,Mage,Trooper,resilient,balanced,600,341,0,56.833
20,Mage,Trooper,resilient,resilient,600,329,0,54.833
20,Mage,Paladin,offense,offense,600,315,0,52.5
20,Mage,Paladin,offense,balanced,600,359,0,59.833
20,Mage,Paladin,offense,resilient,600,414,0,69.0
20,Mage,Paladin,balanced,offense,600,368,0,61.333
20,Mage,Paladin,balanced,balanced,600,391,0,65.167
20,Mage,Paladin,balanced,resilient,600,437,0,72.833
20,Mage,Paladin,resilient,offense,600,390,0,65.0
20,Mage,Paladin,resilient,balanced,600,395,0,65.833
20,Mage,Paladin,resilient,resilient,600,433,0,72.167
20,Mage,Ninja,offense,offense,600,283,0,47.167
20,Mage,Ninja,offense,balanced,600,158,0,26.333
20,Mage,Ninja,offense,resilient,600,96,0,16.0
20,Mage,Ninja,balanced,offense,600,382,0,63.667
20,Mage,Ninja,balanced,balanced,600,275,0,45.833
20,Mage,Ninja,balanced,resilient,600,194,0,32.333
20,Mage,Ninja,resilient,offense,600,459,0,76.5
20,Mage,Ninja,resilient,balanced,600,363,0,60.5
20,Mage,Ninja,resilient,resilient,600,286,0,47.667
20,Mage,Moine,offense,offense,600,274,0,45.667
20,Mage,Moine,offense,balanced,600,286,0,47.667
20,Mage,Moine,offense,resilient,600,303,0,50.5
20,Mage,Moine,balanced,offense,600,334,0,55.667
20,Mage,Moine,balanced,balanced,600,311,0,51.833
20,Mage,Moine,balanced,resilient,600,326,0,54.333
20,Mage,Moine,resilient,offense,600,328,0,54.667
20,Mage,Moine,resilient,balanced,600,314,0,52.333
20,Mage,Moine,resilient,resilient,600,327,0,54.5
20,Mage,Ingénieur,offense,offense,600,248,0,41.333
20,Mage,Ingénieur,offense,balanced,600,132,0,22.0
20,Mage,Ingénieur,offense,resilient,600,68,0,11.333
20,Mage,Ingénieur,balanced,offense,600,392,0,65.333
20,Mage,Ingénieur,balanced,balanced,600,260,0,43.333
20,Mage,Ingénieur,balanced,resilient,600,170,0,28.333
20,Mage,Ingénieur,resilient,offense,600,481,0,80.167
20,Mage,Ingénieur,resilient,balanced,600,350,0,58.333
20,Mage,Ingénieur,resilient,resilient,600,261,1,43.583
20,Mage,Berserker,offense,offense,600,148,0,24.667
20,Mage,Berserker,offense,balanced,600,79,0,13.167
20,Mage,Berserker,offense,resilient,600,59,0,9.833
20,Mage,Berserker,balanced,offense,600,300,0,50.0
20,Mage,Berserker,balanced,balanced,600,205,0,34.167
20,Mage,Berserker,balanced,resilient,600,158,0,26.333
20,Mage,Berserker,resilient,offense,600,398,0,66.333
20,Mage,Berserker,resilient,balanced,600,283,0,47.167
20,Mage,Berserker,resilient,resilient,600,238,0,39.667
20,Trooper,Paladin,offense,offense,600,384,0,64.0
20,Trooper,Paladin,offense,balanced,600,282,0,47.0
20,Trooper,Paladin,offense,resilient,600,264,0,44.0
20,Trooper,Paladin,balanced,offense,600,464,0,77.333
20,Trooper,Paladin,balanced,balanced,600,385,1,64.25
20,Trooper,Paladin,balanced,resilient,600,338,0,56.333
20,Trooper,Paladin,resilient,offense,600,471,0,78.5
20,Trooper,Paladin,resilient,balanced,600,361,0,60.167
20,Trooper,Paladin,resilient,resilient,600,309,0,51.5
20,Trooper,Ninja,offense,offense,600,365,0,60.833
20,Trooper,Ninja,offense,balanced,600,340,0,56.667
20,Trooper,Ninja,offense,resilient,600,355,0,59.167
20,Trooper,Ninja,balanced,offense,600,391,0,65.167
20,Trooper,Ninja,balanced,balanced,600,338,0,56.333
20,Trooper,Ninja,balanced,resilient,600,331,0,55.167
20,Trooper,Ninja,resilient,offense,600,362,0,60.333
20,Trooper,Ninja,resilient,balanced,600,293,0,48.833
20,Trooper,Ninja,resilient,resilient,600,301,0,50.167
20,Trooper,Moine,offense,offense,600,391,0,65.167
20,Trooper,Moine,offense,balanced,600,329,0,54.833
20,Trooper,Moine,offense,resilient,600,287,0,47.833
20,Trooper,Moine,balanced,offense,600,479,0,79.833
20,Trooper,Moine,balanced,balanced,600,425,0,70.833
20,Trooper,Moine,balanced,resilient,600,358,0,59.667
20,Trooper,Moine,resilient,offense,600,498,0,83.0
20,Trooper,Moine,resilient,balanced,600,408,0,68.0
20,Trooper,Moine,resilient,resilient,600,335,0,55.833
20,Trooper,Ingénieur,offense,offense,600,408,0,68.0
20,Trooper,Ingénieur,offense,balanced,600,348,0,58.0
20,Trooper,Ingénieur,offense,resilient,600,336,0,56.0
20,Trooper,Ingénieur,balanced,offense,600,403,0,67.167
20,Trooper,Ingénieur,balanced,balanced,600,341,0,56.833
20,Trooper,Ingénieur,balanced,resilient,600,344,0,57.333
20,Trooper,Ingénieur,resilient,offense,600,376,0,62.667
20,Trooper,Ingénieur,resilient,balanced,600,326,0,54.333
20,Trooper,Ingénieur,resilient,resilient,600,297,0,49.5
20,Trooper,Berserker,offense,offense,600,364,0,60.667
20,Trooper,Berserker,offense,balanced,600,284,0,47.333
20,Trooper,Berserker,offense,resilient,600,314,0,52.333
20,Trooper,Berserker,balanced,offense,600,322,0,53.667
20,Trooper,Berserker,balanced,balanced,600,334,0,55.667
20,Trooper,Berserker,balanced,resilient,600,347,0,57.833
20,Trooper,Berserker,resilient,offense,600,295,0,49.167
20,Trooper,Berserker,resilient,balanced,600,280,0,46.667
20,Trooper,Berserker,resilient,resilient,600,324,0,54.0
20,Paladin,Ninja,offense,offense,600,393,0,65.5
20,Paladin,Ninja,offense,balanced,600,253,0,42.167
20,Paladin,Ninja,offense,resilient,600,199,1,33.25
20,Paladin,Ninja,balanced,offense,600,435,0,72.5
20,Paladin,Ninja,balanced,balanced,600,358,0,59.667
20,Paladin,Ninja,balanced,resilient,600,332,1,55.417
20,Paladin,Ninja,resilient,offense,600,472,0,78.667
20,Paladin,Ninja,resilient,balanced,600,385,0,64.167
20,Paladin,Ninja,resilient,resilient,600,370,0,61.667
20,Paladin,Moine,offense,offense,600,239,0,39.833
20,Paladin,Moine,offense,balanced,600,263,0,43.833
20,Paladin,Moine,offense,resilient,600,290,0,48.333
20,Paladin,Moine,balanced,offense,600,179,0,29.833
20,Paladin,Moine,balanced,balanced,600,197,0,32.833
20,Paladin,Moine,balanced,resilient,600,233,0,38.833
20,Paladin,Moine,resilient,offense,600,120,0,20.0
20,Paladin,Moine,resilient,balanced,600,128,1,21.417
20,Paladin,Moine,resilient,resilient,600,166,0,27.667
20,Paladin,Ingénieur,offense,offense,600,414,0,69.0
20,Paladin,Ingénieur,offense,balanced,600,314,0,52.333
20,Paladin,Ingénieur,offense,resilient,600,247,0,41.167
20,Paladin,Ingénieur,balanced,offense,600,508,0,84.667
20,Paladin,Ingénieur,balanced,balanced,600,417,0,69.5
20,Paladin,Ingénieur,balanced,resilient,600,353,0,58.833
20,Paladin,Ingénieur,resilient,offense,600,534,0,89.0
20,Paladin,Ingénieur,resilient,balanced,600,452,0,75.333
20,Paladin,Ingénieur,resilient,resilient,600,415,0,69.167
20,Paladin,Berserker,offense,offense,600,345,0,57.5
20,Paladin,Berserker,offense,balanced,600,232,0,38.667
20,Paladin,Berserker,offense,resilient,600,231,0,38.5
20,Paladin,Berserker,balanced,offense,600,430,0,71.667
20,Paladin,Berserker,balanced,balanced,600,386,0,64.333
20,Paladin,Berserker,balanced,resilient,600,398,0,66.333
20,Paladin,Berserker,resilient,offense,600,460,0,76.667
20,Paladin,Berserker,resilient,balanced,600,439,0,73.167
20,Paladin,Berserker,resilient,resilient,600,455,0,75.833
20,Ninja,Moine,offense,offense,600,365,0,60.833
20,Ninja,Moine,offense,balanced,600,298,0,49.667
20,Ninja,Moine,offense,resilient,600,272,0,45.333
20,Ninja,Moine,balanced,offense,600,481,0,80.167
20,Ninja,Moine,balanced,balanced,600,408,0,68.0
20,Ninja,Moine,balanced,resilient,600,378,0,63.0
20,Ninja,Moine,resilient,offense,600,520,0,86.667
20,Ninja,Moine,resilient,balanced,600,449,0,74.833
20,Ninja,Moine,resilient,resilient,600,393,0,65.5
20,Ninja,Ingénieur,offense,offense,600,285,0,47.5
20,Ninja,Ingénieur,offense,balanced,600,231,0,38.5
20,Ninja,Ingénieur,offense,resilient,600,223,0,37.167
20,Ninja,Ingénieur,balanced,offense,600,343,0,57.167
20,Ninja,Ingénieur,balanced,balanced,600,301,0,50.167
20,Ninja,Ingénieur,balanced,resilient,600,290,0,48.333
20,Ninja,Ingénieur,resilient,offense,600,350,0,58.333
20,Ninja,Ingénieur,resilient,balanced,600,308,0,51.333
20,Ninja,Ingénieur,resilient,resilient,600,298,0,49.667
20,Ninja,Berserker,offense,offense,600,267,0,44.5
20,Ninja,Berserker,offense,balanced,600,263,0,43.833
20,Ninja,Berserker,offense,resilient,600,281,0,46.833
20,Ninja,Berserker,balanced,offense,600,319,0,53.167
20,Ninja,Berserker,balanced,balanced,600,296,0,49.333
20,Ninja,Berserker,balanced,resilient,600,347,0,57.833
20,Ninja,Berserker,resilient,offense,600,318,0,53.0
20,Ninja,Berserker,resilient,balanced,600,317,0,52.833
20,Ninja,Berserker,resilient,resilient,600,336,0,56.0
20,Moine,Ingénieur,offense,offense,600,390,0,65.0
20,Moine,Ingénieur,offense,balanced,600,250,0,41.667
20,Moine,Ingénieur,offense,resilient,600,192,0,32.0
20,Moine,Ingénieur,balanced,offense,600,475,0,79.167
20,Moine,Ingénieur,balanced,balanced,600,352,0,58.667
20,Moine,Ingénieur,balanced,resilient,600,316,0,52.667
20,Moine,Ingénieur,resilient,offense,600,515,0,85.833
20,Moine,Ingénieur,resilient,balanced,600,418,0,69.667
20,Moine,Ingénieur,resilient,resilient,600,386,0,64.333
20,Moine,Berserker,offense,offense,600,273,0,45.5
20,Moine,Berserker,offense,balanced,600,208,0,34.667
20,Moine,Berserker,offense,resilient,600,170,0,28.333
20,Moine,Berserker,balanced,offense,600,380,0,63.333
20,Moine,Berserker,balanced,balanced,600,288,0,48.0
20,Moine,Berserker,balanced,resilient,600,309,0,51.5
20,Moine,Berserker,resilient,offense,600,443,0,73.833
20,Moine,Berserker,resilient,balanced,600,377,0,62.833
20,Moine,Berserker,resilient,resilient,600,415,0,69.167
20,Ingénieur,Berserker,offense,offense,600,293,0,48.833
20,Ingénieur,Berserker,offense,balanced,600,254,0,42.333
20,Ingénieur,Berserker,offense,resilient,600,278,0,46.333
20,Ingénieur,Berserker,balanced,offense,600,331,0,55.167
20,Ingénieur,Berserker,balanced,balanced,600,323,0,53.833
20,Ingénieur,Berserker,balanced,resilient,600,352,0,58.667
20,Ingénieur,Berserker,resilient,offense,600,337,0,56.167
20,Ingénieur,Berserker,resilient,balanced,600,333,0,55.5
20,Ingénieur,Berserker,resilient,resilient,600,382,0,63.667
